0	1	0.999999	1	0.999999	1	1	0.999999	0.999999	0.999998	1	0.999999	0.999999	0.999999	0.999998	0.999999	1	0.999999	0.999999	0.999999	1	1	0.999999	1	1	0.999999
1	0	0.999998	0.999999	0.999999	1	1	0.999998	0.999999	1	0.999998	0.999999	0.999999	1	0.999999	1	0.999999	0.999999	0.999999	1	0.999999	0.999998	0.999998	0.999999	0.999999	0.999999
0.999999	0.999998	0	1	0.999998	0.999998	0.999999	0.999999	1	0.999998	0.999999	0.999999	NA	0.999999	0.999998	1	0.999998	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
1	0.999999	1	0	0.999999	0.999999	1	1	0.999999	0.999999	0.999999	0.999999	NA	0.999999	0.999999	0.999999	0.999998	1	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	0.999999	0.999998	0.999999	0	0.999999	1	1	0.999999	0.999999	0.999999	0.999999	NA	0.999999	0.999999	1	0.999998	0.999999	NA	NA	NA	NA	NA	NA	NA	1
1	1	0.999998	0.999999	0.999999	0	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	NA	0.999999	0.999999	0.999999	0.999999	1	NA	NA	NA	NA	NA	NA	NA	0.999999
1	1	0.999999	1	1	0.999999	0	1	0.999999	0.999998	0.999998	0.999997	NA	0.999999	1	1	0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	1
0.999999	0.999998	0.999999	1	1	0.999999	1	0	0.999999	0.999999	0.999999	0.999999	NA	0.999999	0.999999	0.999998	0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	0.999999	1	0.999999	0.999999	0.999999	0.999999	0.999999	0	1	0.999999	0.999998	NA	1	0.999999	1	1	0.999998	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999998	1	0.999998	0.999999	0.999999	0.999999	0.999998	0.999999	1	0	1	0.999999	NA	0.999998	1	1	0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
1	0.999998	0.999999	0.999999	0.999999	0.999999	0.999998	0.999999	0.999999	1	0	0.999999	NA	0.999999	0.999999	0.999999	0.999998	0.999999	NA	NA	NA	NA	NA	NA	NA	1
0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999999	0.999998	0.999999	0.999999	0	NA	0.999999	0.999999	0.999999	0.999999	1	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.999999	0.999999	1	1	0.999999	0.999998	0.999999	0.999998	1	0.999999	0.999999	0.999999
0.999999	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	1	0.999998	0.999999	0.999999	1	0	0.999999	0.999999	0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999998	0.999999	0.999998	0.999999	0.999999	0.999999	1	0.999999	0.999999	1	0.999999	0.999999	0.999999	0.999999	0	0.999999	0.999998	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	1	1	0.999999	1	0.999999	1	0.999998	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0	1	0.999999	NA	NA	NA	NA	NA	NA	NA	0.999999
1	0.999999	0.999998	0.999998	0.999998	0.999999	0.999999	0.999999	1	0.999999	0.999998	0.999999	1	0.999999	0.999998	1	0	0.999998	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	0.999999	0.999999	1	0.999999	1	0.999999	0.999999	0.999998	0.999999	0.999999	1	1	0.999999	0.999999	0.999999	0.999998	0	NA	NA	NA	NA	NA	NA	NA	0.999999
0.999999	0.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999999	NA	NA	NA	NA	NA	0	0.999999	1	0.999999	1	0.999999	1	1
0.999999	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999998	NA	NA	NA	NA	NA	0.999999	0	0.999999	0.999999	0.999998	1	0.999999	0.999999
1	0.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999999	NA	NA	NA	NA	NA	1	0.999999	0	0.999998	0.999999	0.999999	0.999999	0.999998
1	0.999998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999998	NA	NA	NA	NA	NA	0.999999	0.999999	0.999998	0	0.999998	0.999998	1	0.999999
0.999999	0.999998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.999998	0.999999	0.999998	0	0.999998	0.999997	0.999999
1	0.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999999	NA	NA	NA	NA	NA	0.999999	1	0.999999	0.999998	0.999998	0	0.999998	0.999999
1	0.999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999999	NA	NA	NA	NA	NA	1	0.999999	0.999999	1	0.999997	0.999998	0	0.999999
0.999999	0.999999	0.999999	0.999999	1	0.999999	1	0.999999	0.999999	0.999999	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	1	0.999999	0.999998	0.999999	0.999999	0.999999	0.999999	0
