## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[S19F.sorted.bam] OUTPUT=../output/11-RNAseq-snps/S19F.dedup.bam METRICS_FILE=../output/11-RNAseq-snps/S19F.dup_metrics.txt REMOVE_DUPLICATES=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=2 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 09 11:28:23 PST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	2043899	18537661	10352640	8555273	1134613	5952041	86944	0.333307	22474905

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003034	10939637	0	10989594
2.0	1.442679	1188591	76628	1149246
3.0	1.635383	211873	2450	204106
4.0	1.719848	71571	647	70071
5.0	1.75687	36244	233	35789
6.0	1.773097	22531	130	22292
7.0	1.78021	15424	54	15324
8.0	1.783328	11364	43	11256
9.0	1.784694	8765	22	8681
10.0	1.785293	7084	14	7084
11.0	1.785556	5897	9	5840
12.0	1.785671	5008	8	4992
13.0	1.785721	4257	6	4242
14.0	1.785743	3629	6	3619
15.0	1.785753	3158	3	3122
16.0	1.785757	2859	3	2848
17.0	1.785759	2529	5	2525
18.0	1.78576	2243	2	2212
19.0	1.78576	2096	2	2129
20.0	1.785761	1921	1	1883
21.0	1.785761	1694	5	1700
22.0	1.785761	1585	2	1580
23.0	1.785761	1470	3	1455
24.0	1.785761	1315	1	1331
25.0	1.785761	1274	1	1268
26.0	1.785761	1193	3	1177
27.0	1.785761	1161	2	1144
28.0	1.785761	1014	0	1017
29.0	1.785761	953	0	954
30.0	1.785761	941	0	928
31.0	1.785761	815	0	827
32.0	1.785761	796	0	779
33.0	1.785761	745	0	750
34.0	1.785761	662	0	664
35.0	1.785761	671	0	662
36.0	1.785761	641	0	643
37.0	1.785761	604	0	601
38.0	1.785761	546	0	544
39.0	1.785761	573	0	579
40.0	1.785761	517	0	500
41.0	1.785761	514	0	530
42.0	1.785761	494	0	507
43.0	1.785761	466	0	434
44.0	1.785761	432	0	422
45.0	1.785761	386	0	399
46.0	1.785761	416	0	408
47.0	1.785761	394	0	389
48.0	1.785761	379	0	384
49.0	1.785761	377	0	364
50.0	1.785761	343	0	349
51.0	1.785761	356	0	347
52.0	1.785761	299	0	281
53.0	1.785761	253	0	267
54.0	1.785761	304	0	319
55.0	1.785761	263	0	265
56.0	1.785761	272	0	255
57.0	1.785761	247	0	225
58.0	1.785761	225	0	247
59.0	1.785761	247	0	250
60.0	1.785761	265	0	250
61.0	1.785761	202	0	228
62.0	1.785761	228	0	199
63.0	1.785761	228	0	226
64.0	1.785761	216	0	229
65.0	1.785761	206	0	205
66.0	1.785761	227	0	215
67.0	1.785761	187	0	203
68.0	1.785761	185	0	165
69.0	1.785761	161	0	183
70.0	1.785761	211	0	188
71.0	1.785761	159	0	169
72.0	1.785761	170	0	162
73.0	1.785761	170	0	188
74.0	1.785761	166	0	152
75.0	1.785761	140	0	140
76.0	1.785761	170	0	172
