target_id	length	eff_length	est_counts	tpm
rna-XR_002636969.1	1017	907.49	0	0
rna-XR_002635081.1	711	604.42	24	120.931
rna-XR_002636046.1	3105	2995.49	1073.04	1090.97
rna-XR_002638148.1	1586	1476.49	70	144.388
rna-XR_002639675.1	25148	25038.5	323	39.2879
rna-XR_002636574.1	10029	9919.49	69.6966	21.3987
rna-XR_002636864.1	6843	6733.49	685.774	310.174
rna-XR_002636863.1	6857	6747.49	65.5975	29.608
rna-XR_002635698.1	5581	5471.49	71	39.52
rna-XR_002637875.1	1611	1501.49	19.0501	38.6403
rna-XR_002639757.1	803	695.236	30	131.418
rna-XR_002637404.1	5548	5438.49	1.02084e-08	5.71669e-09
rna-XR_002637403.1	5983	5873.49	142.025	73.6434
rna-XR_002638411.1	1032	922.49	9.21882	30.4354
rna-XR_002638407.1	729	622.292	11.0079	53.8732
rna-XR_002639131.1	1047	937.49	6	19.4917
rna-XR_002637017.1	894	785.664	14.762	57.2232
rna-XR_002637713.1	950	841.322	24	86.8787
rna-XR_002637880.1	796	688.284	6	26.549
rna-XR_002637799.1	2043	1933.49	8	12.6012
rna-XR_002638995.1	4595	4485.49	842.031	571.719
rna-XR_002634943.1	2592	2482.49	0	0
rna-XR_002638063.1	2112	2002.49	0	0
rna-XR_002638876.1	781	673.613	1	4.52121
rna-XR_002637797.1	729	622.292	4673	22870
rna-XR_002635789.1	2467	2357.49	85	109.808
rna-XR_002634753.1	12574	12464.5	259.22	63.3371
rna-XR_002634768.1	11583	11473.5	97.7243	25.9401
rna-XR_002634760.1	11581	11471.5	119.002	31.5937
rna-XR_002634750.1	11580	11470.5	131.322	34.8675
rna-XR_002634765.1	11580	11470.5	131.322	34.8675
rna-XR_002634752.1	11577	11467.5	176.484	46.8708
rna-XR_002634754.1	11576	11466.5	194.762	51.7294
rna-XR_002634762.1	11576	11466.5	194.762	51.7294
rna-XR_002634766.1	11574	11464.5	237.197	63.0113
rna-XR_002633935.1	431	327.147	1	9.3094
rna-XR_002634061.1	501	396.396	13	99.8799
rna-XR_002639939.1	2258	2148.49	249.057	353.045
rna-XR_002636171.1	1823	1713.49	583	1036.22
rna-XR_002639137.1	2172	2062.49	393.788	581.481
rna-XR_002639138.1	13744	13634.5	393.462	87.8877
rna-XR_002637000.1	940	831.38	2.43882	8.93397
rna-XR_002635934.1	8203	8093.49	469.904	176.823
rna-XR_002638094.1	4346	4236.49	37	26.5987
rna-XR_002638095.1	4346	4236.49	37	26.5987
rna-XR_002638091.1	4345	4235.49	2.83741e-06	2.04025e-06
rna-XR_002638093.1	4345	4235.49	2.83741e-06	2.04025e-06
rna-XR_002638097.1	4345	4235.49	2.83741e-06	2.04025e-06
rna-XR_002638090.1	4343	4233.49	4.8385e-06	3.48078e-06
rna-XR_002638096.1	4343	4233.49	4.8385e-06	3.48078e-06
rna-XR_002638679.1	12442	12332.5	903.648	223.158
rna-XR_002638671.1	11226	11116.5	515.562	141.247
rna-XR_002638132.1	668	561.784	4	21.6848
rna-XR_002636687.1	622	516.377	3	17.6937
rna-XR_002638840.1	1814	1704.49	11	19.6545
rna-XR_002638600.1	25571	25461.5	382.232	45.7202
rna-XR_002635894.1	3468	3358.49	51.1552	46.3885
rna-XR_002635072.1	2915	2805.49	205.936	223.557
rna-XR_002636555.1	2022	1912.49	7	11.1471
rna-XR_002638364.1	4275	4165.49	956.308	699.191
rna-XR_002637425.1	53382	53272.5	1595.63	91.2209
rna-XR_002637423.1	1528	1418.49	0	0
