name,average_control,average_exposed
gene-ATP6,1.2243152,1.4932581875
gene-COX1,1.13437867142857,1.3150502875
gene-COX2,1.20407437142857,1.3635444875
gene-COX3,0.991522285714286,1.121288725
gene-CYTB,1.14272795714286,1.3576933
gene-LOC111099029,52.9351,57.2510025
gene-LOC111099030,0.37142908,0.29296783125
gene-LOC111099031,0.443478254285714,0.75219724125
gene-LOC111099032,0.250729185714286,0.249639775
gene-LOC111099033,0.380327571428571,0.31076145
gene-LOC111099034,69.4022771428571,62.21997875
gene-LOC111099035,41.8424514285714,60.8458325
gene-LOC111099036,58.1911771428571,60.33875125
gene-LOC111099037,0.283870938571429,0.3572084225
gene-LOC111099038,0.213870712857143,0.31311865375
gene-LOC111099039,1.17708684285714,1.3324000125
gene-LOC111099040,4.71297585714286,2.152594625
gene-LOC111099041,13.7689071714286,9.9595469625
gene-LOC111099042,0.351130985714286,0.3616858375
gene-LOC111099043,1.25077612857143,0.97401425
gene-LOC111099044,0.345638333333333,0.404774345714286
gene-LOC111099045,61.2508333333333,57.78267625
gene-LOC111099046,4.74229571428571,6.5697144125
gene-LOC111099047,48.3455814285714,47.265695
gene-LOC111099048,0.396376771428571,0.127096275
gene-LOC111099049,0.261863942857143,0.2945064375
gene-LOC111099050,61.2173057142857,57.62925125
gene-LOC111099051,30.4423414285714,32.2163275
gene-LOC111099052,20.067155,9.090909
gene-LOC111099053,62.9764814285714,62.592195
gene-LOC111099054,0.362540814285714,0.27638415
gene-LOC111099055,0.469633225714286,0.49553503625
gene-LOC111099056,64.7198857142857,57.50504125
gene-LOC111099057,3.90838778571429,4.0000196375
gene-LOC111099058,0.285337957142857,0.353441625
gene-LOC111099059,0.294544771428571,0.4825101
gene-LOC111099060,1.10538524285714,0.4547404375
gene-LOC111099061,0.320554071428571,0.29068035
gene-LOC111099062,62.5329028571429,60.01310375
gene-LOC111099063,62.5373342857143,59.44657375
gene-LOC111099064,6.41293771428571,10.766400625
gene-LOC111099065,52.1067348,25.4912918333333
gene-LOC111099066,0.467254228571429,0.3180829125
gene-LOC111099067,55.8493785714286,53.093885
gene-LOC111099068,0.5608377,0.4801000375
gene-LOC111099069,1.10249927285714,1.40579052625
gene-LOC111099070,0.7325891,0.7155160625
gene-LOC111099071,57.33438,58.76638125
gene-LOC111099072,0.382040171428571,0.3998908
gene-LOC111099073,61.7394385714286,59.18778875
gene-LOC111099074,0.19119701,0.23699326
gene-LOC111099075,0.224127871428571,0.2475636375
gene-LOC111099076,0.818365957142857,0.84300985
gene-LOC111099077,0.290844785714286,0.308636875
gene-LOC111099078,1.33094482857143,1.8977551625
gene-LOC111099079,66.7555842857143,65.8604475
gene-LOC111099080,1.59124287142857,0.3089753625
gene-LOC111099081,35.0347685714286,38.4523325
gene-LOC111099082,11.3988247142857,10.4053495714286
gene-LOC111099083,4.85053503333333,4.3227784
gene-LOC111099084,1.47147514285714,1.2604263
gene-LOC111099085,0.28480745,0
gene-LOC111099086,0.199293666666667,0.38202688
gene-LOC111099087,1.34931352857143,5.3400836125
gene-LOC111099088,0.457471042857143,0.4496420125
gene-LOC111099089,1.77975106714286,0.29007240875
gene-LOC111099090,0.3385435,0.3352523375
gene-LOC111099091,0.405157301428571,0.32674042125
gene-LOC111099092,21.1299895714286,16.91793
gene-LOC111099093,48.7373314285714,45.57776875
gene-LOC111099094,0.26227587,0.40701300875
gene-LOC111099095,57.8586857142857,56.70301375
gene-LOC111099096,1.10462374285714,4.0960093875
gene-LOC111099097,47.5437871428571,47.526965
gene-LOC111099098,2.42685707142857,2.820264975
gene-LOC111099099,0.290956657142857,0.2620395375
gene-LOC111099101,51.0410114285714,53.21455875
gene-LOC111099102,68.4485814285714,64.73784
gene-LOC111099103,1.44492931428571,0.672368225
gene-LOC111099104,62.1907985714286,62.87604
gene-LOC111099105,37.81868,45.71591125
gene-LOC111099106,0.789166185714286,0.7260926
gene-LOC111099107,0.306873547142857,0.32045758375
gene-LOC111099108,7.99555071428571,11.175180375
gene-LOC111099109,59.2315771428571,57.31064
gene-LOC111099110,0.842000942857143,0.37808595
gene-LOC111099111,0.29889184,0.30494614125
gene-LOC111099112,56.5585185714286,57.363995
gene-LOC111099113,63.9492101142857,50.4991273125
gene-LOC111099114,0.6105535,0.2640586
gene-LOC111099115,56.5890571428571,55.11225
gene-LOC111099116,0.169287838571429,0.215714061666667
gene-LOC111099117,0.359080971428571,0.357706825
gene-LOC111099118,0.676403228571429,0.5339005375
gene-LOC111099119,0.368970992857143,0.23055329875
gene-LOC111099120,0.721656271428571,0.5652380875
gene-LOC111099121,0.26988327,0.2462622175
gene-LOC111099122,76.4794242857143,81.2790075
gene-LOC111099123,51.7246914285714,51.08247375
gene-LOC111099124,0.340565474285714,0.253911995
gene-LOC111099125,43.8387642857143,43.08841375
gene-LOC111099126,8.30766557142857,11.223766
gene-LOC111099127,0.472729,0.5619706875
gene-LOC111099128,1.48277464428571,0.44702202125
gene-LOC111099129,0.351423357142857,0.3696138625
gene-LOC111099130,0.220062657142857,0.27869742625
gene-LOC111099131,4.22319294285714,5.4702611625
gene-LOC111099132,11.0937593714286,7.1435972
gene-LOC111099133,5.17581785714286,1.889678925
gene-LOC111099134,1.26519912857143,1.830124975
gene-LOC111099135,3.436602,1.491728725
gene-LOC111099136,34.6264046666667,26.122409
gene-LOC111099137,0.928633,0.5016844875
gene-LOC111099138,1.0926773,0.7415680375
gene-LOC111099139,0.339833114285714,0.3544414
gene-LOC111099140,60.53645,60.7790375
gene-LOC111099141,0.367068671428571,0.6827624
gene-LOC111099142,0.259385825714286,0.5093129425
gene-LOC111099143,28.3256257142857,28.63216375
gene-LOC111099144,0.30297764,0.2953532
gene-LOC111099145,2.49475198571429,3.6886836
gene-LOC111099146,1.88445423571429,2.86922553125
